#{"t_start": 1697720412.5152571, "env_id": "LunarLander-v2"}
r,l,t
-95.125561,1000,1278.413034
-113.502029,1000,1280.202187
-64.524739,1000,1281.846444
-118.556283,1000,1284.032846
-74.74171,1000,1286.544878
-76.917029,1000,1295.576383
-141.447525,825,1297.491401
-60.718991,1000,1299.668317
-119.616718,1000,1301.243707
-60.94728,1000,1302.713751
-60.885631,1000,1304.975306
133.43165,715,1305.939881
-86.146462,1000,1308.579569
-106.498091,1000,1310.248556
-142.004635,1000,1311.659634
-59.100243,1000,1313.648547
9.186861,179,1313.705237
-128.755904,1000,1315.096445
-5.354508,1000,1316.188286
-51.802208,1000,1317.881188
94.423487,948,1326.007979
-51.88787,142,1326.048426
-105.565542,1000,1327.576543
-5.897061,1000,1329.244267
-73.281961,1000,1330.628071
-46.418293,1000,1333.063765
-66.993498,1000,1334.624202
-69.866781,1000,1337.079833
-98.153568,1000,1339.41055
-39.03641,1000,1341.080278
-50.908267,1000,1343.160426
-78.465767,1000,1345.536328
-121.86069,1000,1348.102352
-138.9361,1000,1349.5355
0.009123,1000,1351.195935
-88.62723,1000,1359.228266
-103.351306,1000,1360.512522
-182.552163,462,1361.011153
-66.17812,1000,1363.760955
-35.532099,1000,1365.890353
-111.39389,1000,1367.96254
-91.77975,1000,1369.878125
-116.712606,356,1370.219959
-28.599313,1000,1371.561661
-61.221298,1000,1373.772829
-131.529062,1000,1375.421092
-138.097977,1000,1377.225378
-79.099696,1000,1378.959637
-27.544942,1000,1380.567751
-17.070615,1000,1381.934344
-171.349839,1000,1390.235333
-149.197078,1000,1391.988096
-136.963647,1000,1393.804407
-55.91987,1000,1395.796164
-48.767333,1000,1397.460109
-96.636465,1000,1399.999209
-130.569429,1000,1401.936379
-102.871299,1000,1403.847397
-74.044483,1000,1406.449517
-66.283352,1000,1408.081744
-175.95792,1000,1409.761726
-164.659661,1000,1411.005103
-145.050914,315,1411.208688
-112.122468,1000,1413.01794
-149.465664,1000,1415.125952
-33.51604,1000,1422.567055
-88.774136,1000,1424.509479
-57.486972,1000,1426.640116
112.308775,573,1427.105029
-103.415668,1000,1428.636315
-82.525626,1000,1430.771475
-115.110592,1000,1432.610431
-156.661421,1000,1434.648259
-59.954175,1000,1436.620668
-75.298467,1000,1438.673439
-127.895887,1000,1439.886462
-112.957594,1000,1442.150081
-125.921441,1000,1443.386318
-88.184066,1000,1444.564759
-30.660794,1000,1447.043222
-62.762,1000,1456.141298
-116.766794,1000,1458.494778
-116.182692,1000,1460.131173
-34.842351,1000,1462.456114
-54.187732,1000,1463.651453
-61.250383,1000,1464.99904
-82.418355,1000,1467.539329
-166.698661,1000,1469.802723
-73.868305,1000,1471.872181
-45.641963,1000,1473.041885
-32.796351,1000,1475.116656
-106.919688,1000,1476.734851
-158.853335,1000,1478.44634
-111.541982,1000,1479.64728
-63.273725,1000,1481.662154
-65.972085,1000,1490.839687
-143.759926,1000,1492.082749
-82.806075,1000,1494.447054
-81.60618,1000,1496.757556
-38.038134,1000,1499.107358
-60.614459,1000,1501.176895
-97.242495,1000,1503.431064
-51.336578,287,1503.562365
-38.309287,1000,1504.642848
-25.297392,1000,1506.083856
-55.528666,1000,1507.716171
-133.44278,1000,1509.81505
-131.669208,1000,1512.02443
-98.710073,1000,1513.373873
-49.220002,1000,1515.319896
-105.354176,1000,1522.725464
-153.355613,1000,1525.581509
-144.77088,1000,1527.717228
-84.036193,1000,1530.059162
-78.315046,1000,1531.967551
-81.663163,1000,1533.524114
-177.714001,1000,1534.882271
-135.937721,1000,1537.59118
-135.437997,1000,1540.387237
-58.644122,1000,1542.933506
-105.928068,1000,1544.504617
-133.757748,1000,1546.230704
-162.974721,1000,1547.872692
-114.475834,1000,1549.81677
-50.919097,1000,1551.418716
-113.181712,1000,1560.034893
-137.254206,1000,1561.907137
-101.950732,1000,1563.44723
-65.478925,1000,1565.954782
-85.751507,1000,1568.43266
-83.378241,1000,1570.482455
-118.521933,1000,1572.116266
-99.178654,1000,1574.3637
-118.478219,1000,1576.179603
-96.606312,1000,1578.25224
-83.909585,1000,1580.034994
-104.157837,1000,1581.530168
-145.469417,1000,1583.231627
-127.259138,1000,1584.733758
-87.875386,1000,1587.818661
-156.936105,1000,1596.085471
-137.877617,1000,1597.837464
-140.85337,308,1598.033342
-97.895914,1000,1599.888992
-130.502293,1000,1601.424732
-122.264188,1000,1603.309357
-116.108211,1000,1604.542131
-74.664454,1000,1606.150134
-43.077782,1000,1607.760667
-65.768821,1000,1609.381543
-103.735797,1000,1610.695883
-84.494215,1000,1612.359637
-61.575871,1000,1614.386311
-96.519156,1000,1615.612539
-37.391154,1000,1616.905137
-102.953819,1000,1625.20532
-73.679823,1000,1626.536893
-106.879425,1000,1627.883216
-73.48449,1000,1629.684368
-72.083409,1000,1631.359504
-127.961972,1000,1632.990831
-71.323375,1000,1634.723229
-136.212751,1000,1637.077975
-120.447948,1000,1638.445824
-109.910478,1000,1640.019366
-107.996964,1000,1642.080695
-109.001899,1000,1643.36881
-123.889241,1000,1646.05968
-88.552043,1000,1647.397459
-124.805153,1000,1649.544704
-126.877638,1000,1657.518805
-127.814303,1000,1658.520075
-143.927549,1000,1659.776028
-93.603479,1000,1661.320642
-51.818394,1000,1663.415473
-70.770804,1000,1664.932619
-45.823168,1000,1666.251783
-125.339319,1000,1667.479752
-85.78214,1000,1669.490825
-93.266324,1000,1671.998705
-93.736203,1000,1673.55368
-67.116993,1000,1675.842288
-109.830571,1000,1677.176558
-102.827473,1000,1679.055791
-92.320978,1000,1681.33431
-70.159344,1000,1689.500074
170.277275,378,1689.747192
-104.735232,1000,1691.824832
-101.291265,1000,1694.053829
-155.304477,1000,1695.557872
-156.594345,1000,1697.53993
-200.838256,414,1697.75862
-102.236429,1000,1700.057406
-60.801063,1000,1702.753549
-119.548546,1000,1704.700394
-106.399302,1000,1705.901452
-123.773167,1000,1708.239769
-102.06288,1000,1710.179031
-81.847648,1000,1711.329411
-82.958687,1000,1713.02484
-139.068136,1000,1721.412656
-181.76444,1000,1723.085195
-116.173159,1000,1724.563872
-335.110033,646,1725.515986
-101.691381,1000,1727.297705
-100.692023,1000,1729.517844
-151.974777,1000,1730.808517
-146.097512,1000,1733.16527
-167.666037,1000,1734.21898
-93.539512,1000,1736.11129
-97.207759,1000,1737.694206
-90.574972,1000,1739.02027
-205.502297,714,1739.767037
-79.876931,1000,1741.282236
-103.215408,1000,1743.273301
-123.19325,400,1749.637572
-158.292706,1000,1751.597306
-104.999526,1000,1753.082204
-121.328756,1000,1755.857329
-183.013234,1000,1757.698704
-109.896801,1000,1759.405722
-288.106073,948,1760.51743
-69.567456,1000,1761.975739
-87.914212,1000,1763.690175
-182.02202,1000,1764.673251
-171.571547,1000,1765.9137
-92.940669,1000,1768.283325
-74.41901,1000,1769.741079
-80.796427,1000,1771.941259
-94.448411,1000,1773.830839
-4.338657,280,1780.220159
-148.771053,1000,1781.260716
-94.50736,508,1781.679369
-146.000573,1000,1783.112632
-166.374475,1000,1785.202799
-163.820568,1000,1786.650893
-82.621208,1000,1788.833845
-273.178588,806,1790.199708
-211.274008,1000,1792.146956
-95.287541,1000,1793.504489
-159.136933,1000,1795.256102
-245.656683,607,1796.117158
-236.919639,1000,1797.238499
-152.329312,1000,1798.348631
-279.88276,769,1799.09621
-239.583461,643,1806.397242
-221.028087,573,1807.054401
-121.350482,1000,1808.577037
-144.967046,1000,1809.969476
-285.081501,779,1810.667021
-47.147157,1000,1812.741318
-88.209643,1000,1814.555787
-97.289834,1000,1816.786668
-241.905865,1000,1818.560412
-153.274055,1000,1820.543993
-86.071563,1000,1821.697461
-187.778505,815,1822.945478
-346.096971,819,1823.882627
-102.18278,1000,1825.709457
-149.1285,621,1826.464576
-93.537484,1000,1835.556714
-167.376459,1000,1837.214047
-133.222794,780,1838.573837
-113.014453,1000,1840.807755
-205.281454,660,1841.581868
-242.147904,566,1842.163279
-297.855217,793,1842.905814
-11.546684,431,1843.255421
-103.414932,1000,1845.103824
-137.449652,1000,1847.321053
-276.982668,641,1847.918315
-149.544729,585,1848.529381
-170.123031,1000,1850.604946
-114.182557,1000,1852.30183
-52.310713,1000,1853.801905
-151.538013,762,1861.333608
-134.739911,1000,1863.161266
-25.739235,1000,1865.671896
-39.303618,1000,1867.816109
-300.781468,822,1868.785626
-388.874172,760,1869.458335
-229.102656,814,1870.444012
-224.954074,610,1870.855064
-238.796575,1000,1872.896425
-186.989783,1000,1874.630931
97.344631,683,1875.704558
-185.16783,1000,1878.659898
-65.372756,1000,1880.740497
-44.796076,1000,1882.375496
-232.855453,679,1882.981745
-78.882038,1000,1890.610636
-287.942848,731,1891.668316
-267.290544,713,1892.392929
-311.607165,909,1893.851881
-236.349598,646,1894.391868
-203.530635,1000,1895.513481
-288.231088,690,1896.070541
-144.937233,1000,1897.858231
-387.267394,593,1898.34791
-89.750395,1000,1901.117035
-300.573662,755,1901.872828
-161.295847,1000,1903.89547
-127.078301,1000,1906.231673
-136.701686,239,1906.318608
-237.671965,1000,1908.402647
-386.794591,696,1915.939669
-41.705866,344,1916.122938
-110.881678,367,1916.344903
-170.156791,364,1916.581685
-127.211018,195,1916.646043
-168.347032,1000,1918.203329
-77.903946,1000,1919.877529
-131.840021,751,1920.633508
-258.579934,457,1920.895712
-297.342955,574,1921.578027
-159.702845,419,1922.009343
-133.978509,931,1924.261217
-130.068373,330,1924.473906
-110.21054,1000,1925.601364
-181.045105,992,1926.909864
-234.717444,425,1932.797401
-132.722114,1000,1934.477359
-290.595351,536,1935.014629
-151.162937,1000,1936.711977
-145.603612,233,1936.802882
-290.420275,873,1937.942647
-255.753223,583,1938.44355
-114.838223,594,1939.147665
-385.926474,539,1939.617471
-280.526229,627,1940.244228
-105.913801,1000,1941.389443
-141.766312,1000,1943.142073
-84.531413,1000,1945.214492
-218.278833,428,1945.596806
-340.03024,962,1946.883843
96.135527,862,1954.476073
-255.703191,566,1955.321735
-95.103824,1000,1956.956323
-262.850927,633,1957.79307
-95.649237,1000,1959.971448
-106.324388,1000,1962.438364
-160.813403,249,1962.55391
-287.418622,498,1962.991014
-272.94701,567,1963.72256
-236.272924,484,1964.115482
-336.958766,542,1964.595801
-138.741198,1000,1966.965134
-176.016379,287,1967.129508
-196.317381,499,1967.562751
-230.641097,558,1968.104141
121.567164,619,2113.277714
-296.646885,652,2114.130208
-270.219491,439,2114.41209
-218.181804,437,2114.705864
-248.290104,739,2115.792683
-112.695961,823,2116.630411
-200.410608,396,2116.917038
-90.459377,1000,2118.100324
-375.254306,927,2119.018856
-52.334788,1000,2120.486496
-252.381729,565,2121.094235
-195.999027,304,2121.274857
-214.893745,468,2121.718078
-112.723697,225,2121.805175
-172.903542,961,2123.315381
-304.286885,937,2130.927378
-182.975918,1000,2133.034126
-274.229132,566,2133.530473
-199.583347,405,2133.866577
-267.226427,908,2135.247683
115.953351,651,2136.071307
-208.964771,1000,2137.342164
-240.668591,573,2137.790968
-98.625117,1000,2139.853842
-131.691637,1000,2141.21718
-281.570539,772,2142.34811
-149.976292,547,2142.885518
-140.40738,820,2144.165931
-206.35417,409,2144.400256
-59.813282,1000,2145.792002
-290.545547,858,2153.859813
-123.221248,1000,2155.912417
-62.552777,1000,2157.344537
-286.352039,778,2158.260909
-107.98573,1000,2159.929623
-95.258032,1000,2162.014316
-74.28478,1000,2164.784854
-213.482836,946,2166.521269
-67.921189,1000,2167.689707
-127.797766,516,2168.003703
-202.019715,536,2168.587403
-101.830174,1000,2169.881232
-59.850412,1000,2171.307577
-109.880766,1000,2172.365922
-224.417834,816,2173.672661
-105.254357,380,2179.85108
-138.190955,248,2179.958596
-162.102222,472,2180.371714
-95.127035,1000,2182.048751
-122.981194,1000,2183.864805
-326.050938,935,2185.132024
-102.239784,372,2185.450505
-56.738951,1000,2187.137328
-276.922969,758,2188.243118
-79.709536,1000,2190.612519
-90.632303,1000,2192.309803
-107.729017,1000,2194.511239
-288.100492,846,2195.713519
96.445257,853,2197.170159
-108.296311,1000,2198.5588
-277.404559,809,2205.332849
-19.72147,1000,2206.771905
-85.296872,1000,2208.018948
-212.628254,264,2208.136731
-88.230756,1000,2210.078708
-25.984877,1000,2211.715236
-291.960913,766,2212.871168
-54.054166,1000,2214.230371
-256.064989,611,2214.843317
-48.185345,1000,2216.785552
-97.792352,1000,2219.006701
-56.364716,1000,2220.336498
-355.51038,920,2221.380694
-181.821054,467,2221.682107
-218.27172,599,2222.061531
-59.216026,1000,2229.656653
-69.671149,1000,2231.081718
-54.696783,1000,2232.433202
-100.829802,1000,2233.687176
-154.690827,1000,2235.140946
-79.32328,1000,2236.692374
-89.277066,1000,2238.006887
-46.231978,1000,2239.672711
-79.814744,1000,2241.315369
-150.946747,336,2241.545282
-86.72702,1000,2242.966509
-72.421676,1000,2245.837739
-144.894288,1000,2247.168613
-119.956916,1000,2249.068698
-118.595175,1000,2250.890281
-109.174581,1000,2258.84363
202.573602,549,2259.456563
-114.127608,1000,2261.122967
-67.350447,1000,2263.439454
-40.609837,1000,2265.032522
-111.685774,1000,2267.047431
-96.363595,1000,2268.275976
-153.998596,1000,2269.923079
-59.917773,1000,2271.576475
-35.430956,1000,2272.613847
-38.02783,1000,2274.641665
-94.402298,1000,2275.800455
31.400143,349,2275.937518
-40.222083,1000,2278.352252
-82.440475,1000,2279.70324
-160.945559,1000,2287.582481
-42.526562,1000,2289.763448
-171.486131,909,2291.396322
159.885217,814,2292.432445
-66.076874,1000,2294.052348
-86.474394,268,2294.168521
-118.085716,472,2294.458847
-48.357131,1000,2295.841249
-72.854446,1000,2297.68157
-178.552369,1000,2299.257439
-106.594787,1000,2300.42674
-108.825578,1000,2301.609903
-84.656581,1000,2303.557826
-69.328444,1000,2306.051492
-139.174517,1000,2307.956623
